cluster_id,summary,used_reviews
10,"i bought this item to use in my gopro hero 3 because it's what they sell on the gopro website, but can be had a lot cheaper on amazon. have yet to have problems with the card. works perfectly in my gopro hero3. can't ask for more for the price. no issues with the card to date. this memory card works great with my new gopro hero 3 black. the footage looks incredible, and the filming time allows me to get a solid 45 minutes of action in.","[""i bought this item to use in my gopro hero 3 because it's what they sell on the gopro website, but can be had a lot cheaper on amazon. have yet to have problems with the card."", ""works perfectly in my gopro hero3. can't ask for more for the price. no issues with the card to date."", 'this memory card works great with my new gopro hero 3 black. the footage looks incredible, and the filming time allows me to get a solid 45 minutes of action in.']"
11,"great microsd card for your phone to upgrade you with additional 32 gigs of space. the beauty of having a huge microsd in your phone is that you can store all of your music and pictures and stuff on there and then swap it into a new phone or replacement when that happens and not have to transfer anything over manually. this has got to be by far the best microsd card on the market. it is very fast, was easy to set it up. i am using it in a samsung galaxy s3 and it works flawlessly. well worth the money. awesome little sd card, my phone is 32gb but i still wanted more for music and videos and this totally works great, as soon as i put it on my phone read it and also it is fast.. i am happy with my purchase..","['great microsd card for your phone to upgrade you with additional 32 gigs of space. the beauty of having a huge microsd in your phone is that you can store all of your music and pictures and stuff on there and then swap it into a new phone or replacement when that happens and not have to transfer anything over manually.', 'this has got to be by far the best microsd card on the market. it is very fast, was easy to set it up. i am using it in a samsung galaxy s3 and it works flawlessly. well worth the money.', 'awesome little sd card, my phone is 32gb but i still wanted more for music and videos and this totally works great, as soon as i put it on my phone read it and also it is fast.. i am happy with my purchase..']"
12,"this works very well. it is a class 10 memory card which all video cameras like. memory that is less than a class 6 plays back on some camcorders with a jerky playback. not with this memory chip. worth the money and at 64gb of storage lots of video time, photos and music storage. the added value of the adapter is a plus. this is a five star product. art d long island n.y. this worked really well for me. i used it in a gopro camera for recording a couple of hours of video. love the storage space. bought this for use in my dash camera upgrade.working very well and faster than the 4 gb card that came with the camera. also will work in my other digital cameras.","['this works very well. it is a class 10 memory card which all video cameras like. memory that is less than a class 6 plays back on some camcorders with a jerky playback. not with this memory chip. worth the money and at 64gb of storage lots of video time, photos and music storage. the added value of the adapter is a plus. this is a five star product. art d long island n.y.', 'this worked really well for me. i used it in a gopro camera for recording a couple of hours of video. love the storage space.', 'bought this for use in my dash camera upgrade.working very well and faster than the 4 gb card that came with the camera. also will work in my other digital cameras.']"
13,"i bought this card for my new samsung galaxy note 3, didn't have to do anything but put the card in the phone, no formatting needed. transferred all of my pictures and a few videos along with about 15 gb of music everything loaded very quickly and i still have a ton of memory left to store whatever i want or need to. bought this on amazon at a much better price than i could find anywhere else. i ordered this with amazons frustration free packaging, just pull the tab on the package and the card is in your hand in less than ten seconds. recommend for anyone who wants a fast card and a lot of memory. not a good typer or speller here is what i didsince i could not format it on my pc running windows 8 pro or any of my cellphones running android versions of 2.3.1 from republic wireless .on my canon vixia hf m41 dual card camrcorder i formated the card but the thing is, it still read as exfatso i mounted it onto my samsung galaxy 10.1 anyway and it said something about corrupt files or what ever and it asked if i wanted to format and i press ok and yeap it works now it reads about 54 gigs and some. got this 64 gig baby for 19.89 from amazon warehouse deals. i bought two but they cancelled one for no stock but it was still showing stock, oh well all i really needed was one i just got greedy. plug and play simplicity. popped it in and it works. didn't even need to format it. i believe sandisk said it was formatted as 'exfat' so i'm good with that and so is my wife's phone. it shows approximately 119gb before use. holds a whole heap of photos and videos.","[""i bought this card for my new samsung galaxy note 3, didn't have to do anything but put the card in the phone, no formatting needed. transferred all of my pictures and a few videos along with about 15 gb of music everything loaded very quickly and i still have a ton of memory left to store whatever i want or need to. bought this on amazon at a much better price than i could find anywhere else. i ordered this with amazons frustration free packaging, just pull the tab on the package and the card is in your hand in less than ten seconds. recommend for anyone who wants a fast card and a lot of memory."", 'not a good typer or speller here is what i didsince i could not format it on my pc running windows 8 pro or any of my cellphones running android versions of 2.3.1 from republic wireless .on my canon vixia hf m41 dual card camrcorder i formated the card but the thing is, it still read as exfatso i mounted it onto my samsung galaxy 10.1 anyway and it said something about corrupt files or what ever and it asked if i wanted to format and i press ok and yeap it works now it reads about 54 gigs and some. got this 64 gig baby for 19.89 from amazon warehouse deals. i bought two but they cancelled one for no stock but it was still showing stock, oh well all i really needed was one i just got greedy.', ""plug and play simplicity. popped it in and it works. didn't even need to format it. i believe sandisk said it was formatted as 'exfat' so i'm good with that and so is my wife's phone. it shows approximately 119gb before use. holds a whole heap of photos and videos.""]"
14,"great price for 32gb sd card it was delivered on time and i got it download from my previous sc card with out any problems. great shopping for electronic stuff at amazon. the product shipped fast and actually came in a few days early. i read about some people having problems with this card. when i got it, first thing i did was format it. also make sure your device is compatible with sdhc cards. i have had no problems. very fast read write speeds. a little over 29 gb actually available for storage. i am pleased. good product, it arrived extremely fast and performs just as described. it was considerably cheaper than any other store i found. i specially like the speed of this sd card. however do keep in mind that the speeds tend to be exaggerated. the speeds are way faster than normal sd card speeds and you will notice it, but not anywhere close to whats advertised. there a lot of factor that go in to consideration when it comes to the advertised speed. this is not the manufacture or seller fault, but it depends on the system that is being used.","['great price for 32gb sd card it was delivered on time and i got it download from my previous sc card with out any problems. great shopping for electronic stuff at amazon.', 'the product shipped fast and actually came in a few days early. i read about some people having problems with this card. when i got it, first thing i did was format it. also make sure your device is compatible with sdhc cards. i have had no problems. very fast read write speeds. a little over 29 gb actually available for storage. i am pleased.', 'good product, it arrived extremely fast and performs just as described. it was considerably cheaper than any other store i found. i specially like the speed of this sd card. however do keep in mind that the speeds tend to be exaggerated. the speeds are way faster than normal sd card speeds and you will notice it, but not anywhere close to whats advertised. there a lot of factor that go in to consideration when it comes to the advertised speed. this is not the manufacture or seller fault, but it depends on the system that is being used.']"
15,not much to say here other than it works fine. i use it in the sd ram slot in my samsung galaxy note 10.1 tablet. no performance issues and will provide more than enough extra storage for a tablet. i got this for my new android tablet and it works perfectly. the microsd to sd adapter is great. it allows me to plug it into my computer into the regular sized sd card port to transfer files much quicker than if i were to plug the tablet into my computer over usb. added this to my microsoft surface rt tablet and it works perfectly and is extremely fast. perfect for storing videos!,"['not much to say here other than it works fine. i use it in the sd ram slot in my samsung galaxy note 10.1 tablet. no performance issues and will provide more than enough extra storage for a tablet.', 'i got this for my new android tablet and it works perfectly. the microsd to sd adapter is great. it allows me to plug it into my computer into the regular sized sd card port to transfer files much quicker than if i were to plug the tablet into my computer over usb.', 'added this to my microsoft surface rt tablet and it works perfectly and is extremely fast. perfect for storing videos!']"
16,"i bought this for my galaxy s4 to expand its storage capacity and it has worked great. fast transfer speeds as well. i use this in my samsung galaxy s5 to store my photos, videos, and other data. stores and retrieves quickly and greatly expands the capacity of my phone. i put this in my galaxy s4 phone for extra storage and it works perfectly. i copied my music collection about 5000 mp3 songs and put 20 mp4 movies on it with room to spare. very handy for listening and watching while traveling on a plane. the phone likes it, the computer likes it, so i like it.","['i bought this for my galaxy s4 to expand its storage capacity and it has worked great. fast transfer speeds as well.', 'i use this in my samsung galaxy s5 to store my photos, videos, and other data. stores and retrieves quickly and greatly expands the capacity of my phone.', 'i put this in my galaxy s4 phone for extra storage and it works perfectly. i copied my music collection about 5000 mp3 songs and put 20 mp4 movies on it with room to spare. very handy for listening and watching while traveling on a plane. the phone likes it, the computer likes it, so i like it.']"
17,sandisk is far away the best memory card ever.i used to this brand because it never fails.the future of this kind is eternal. the sandisk memory card is awesome. i usually only buy sandisk products because they are very reliable. very good quality. cant complain about anything sandisk. i buy this product anytime i need a memory card.. prices are decent and storage capacity is as well,"['sandisk is far away the best memory card ever.i used to this brand because it never fails.the future of this kind is eternal.', 'the sandisk memory card is awesome. i usually only buy sandisk products because they are very reliable. very good quality.', 'cant complain about anything sandisk. i buy this product anytime i need a memory card.. prices are decent and storage capacity is as well']"
18,"love this card, its fast and sports an insane 128gb of storage. amazon had a killer price on it too, well below the big box stores. works perfect with my phone and my hd video recorder. extremely happy with this memory card. very fast, and have not had a problem since i bought it almost 6 months ago. great memory card. i have trusted sandisk since it came out with memory products. they work harder to keep innovating.","['love this card, its fast and sports an insane 128gb of storage. amazon had a killer price on it too, well below the big box stores. works perfect with my phone and my hd video recorder.', 'extremely happy with this memory card. very fast, and have not had a problem since i bought it almost 6 months ago.', 'great memory card. i have trusted sandisk since it came out with memory products. they work harder to keep innovating.']"
19,"worked great in my galaxy s4 and died about 2 months later, what a waste of a lot of money! works well and is exactly as advertised. i haven't had any issues with the product. i am enjoying the extra capacity it offers in my samsung galaxy s4 phone. bought it for my phone, a samsung galaxy siii. seems to work just fine. not much else to say. it does what it is suppose to do.","['worked great in my galaxy s4 and died about 2 months later, what a waste of a lot of money!', ""works well and is exactly as advertised. i haven't had any issues with the product. i am enjoying the extra capacity it offers in my samsung galaxy s4 phone."", 'bought it for my phone, a samsung galaxy siii. seems to work just fine. not much else to say. it does what it is suppose to do.']"
