cluster_id,summary_keywords
361,"microsd card, sd card, micro sd, microsd, great microsd"
273,"returned sandisk, sandisk, sd card, micro sd, sandisk exchange"
297,"reliable sandisk, sandisk garbage, card sandisk, sd card, sandisk card"
111,"galaxy s4, mobile htc, virgin mobile, htc evo, issues phone"
385,"problems sandisk, sandisk, sd card, use sandisk, sandisk product"
376,"tablet, devices adapter, note 10, 10 tablet, tablet easy"
438,"gb microsd, microsd, 64 gb, 32 gb, microsd dont"
246,"sd memory, sd, storage new, formatted android, storage"
501,"s4 memory, galaxy s4, phone videos, lte s4, galaxy i9505"
243,"exfat32 works, exfat32 instead, galaxy tab2, cards exfat, new exfat32"
64,"data device, storage pictures, format phone, device bought, storage right"
130,"write speeds, card great, card good, transfer speeds, price card"
25,"memory card, price card, card cheap, looking 64gb, card amazon"
476,"buy sandisk, sandisk cards, cards sandisk, microsd cards, sd cards"
493,"storage phone, storage music, files galaxy, use note2, storage"
205,"sd card, 64gb cards, 65gb size, 65gb, card"
388,"storage smartphone, 16gb note, 12gb usable, powerful storage, storage space"
35,"microsd, microsd amazon, priced microsd, formatted hassle, perfectly formatted"
392,"s3 recognized, sd card, micro sd, galaxy s3, s4 memory"
526,"samsung note2, problems samsung, samsung note, baby samsung, galaxy note"
204,"xperia tablet, tablet microsd, storage tablet, sandisk ultra, sandisk"
86,"card good, card defective, item card, card, sandisk"
289,"sandisk quality, sandisk faulty, sandisk good, experience sandisk, sandisk helpful"
294,"sandisk doing, failure tablet, sandisk prcess, problem sandisk, sandisk"
103,"speed 30mb, transfers fast, seconds 1gb, 30mb like, 30mb"
292,"issues cards, devices issues, cards phones, smartphone issues, sandisk"
82,"card 32gb, card capacity, sd cards, camera mb, capacity card"
94,"gopro sandisk, sandisk card, footage card, sandisk sandisk, sd card"
88,"memory card, memory cards, sundisk memory, shots memory, card san"
352,"galaxy sii, sii complaints, card galaxy, s3 issues, galaxy occasionally"
348,"microsdxc card, micro sd, sd card, card samsung, sd cards"
343,"adapter reliable, adapter price, adapter advertised, adapter nice, tested adapter"
97,"card gopro, gopro hero3, gopro camera, camera cards, gopro video"
122,"sd card, sd adapter, memory card, card reader, card adapter"
153,"sandisk microsd, microsd card, sd card, microsd, micro sd"
434,"work ntfs, ntfs, ntfs necessary, galaxy s4, s4 works"
143,"32gb microsd, sd card, memory card, microsd memory, perfect 32gb"
190,"hd video, recording hd, reliable sdhc, continuous hd, sdhc fast"
324,"sandisk warranty, card failure, sandisk ultra, failed sandisk, sandisk customer"
440,"memory card, tablet upgrade, maximum storage, samsung tablet, capacity tablets"
18,"tab3 transfer, galaxy tab3, tab transfer, samsung tab, speedy samsung"
464,"memory card, memory video, storage, sandisk q10, 80 gb"
346,"gopro hero3, gopro hero, storage gopro, new gopro, camera micro"
495,"16gb quite, 32gb samsung, 16gb, storage, storage size"
309,"cards samsung, 32 gbcards, sandisk memory, s4 cards, sandisk"
176,"microsd card, sandisk micro, card unrecognizable, format card, sd card"
164,"surface pro, surface tablet, surface rt, new tablet, tablet problems"
442,"phone storage, extra storage, unlimited storage, storage space, storage"
267,"32gb gs3, phone 32gb, s3 memory, 32gb micro, 32gb card"
216,"nook memory, storage tablet, nook tablet, nook hd, new nook"
225,"card slow, 4gb card, card memory, faster card, memory card"
481,"music drive, storage apps, device moto, storage, car music"
282,"sandisk bad, cards defects, card unreliable, cards defective, cards sandisk"
191,"camera complaints, camera issues, samsung camera, camera problems, videos camera"
24,"sd card, micro sd, android solid, solid speeds, sd"
300,"sandisk garbage, trust sandisk, sandisk, sandisk need, replace sandisk"
33,"memory card, 16 gb, capacity card, r8 2gb, 32gb"
344,"gopro record, memory card, gopro hero3, recording 1080p, memory cards"
62,"sd devices, sd card, micro sd, works sd, samsung galaxy"
337,"microsd card, micro sd, perfectly microsd, microsd, 64gb micro"
160,"gb microsdxc, sandisk ultra, surface rt, adapter memory, memory card"
42,"microsdxc samsung, microsd cards, competitors microsd, microsdhc cheaper, sd cards"
387,"memory card, card storage, sd card, stores memory, memory"
256,"problem sandisk, error sandisk, sandisk cards, sandisc card, card tf700t"
75,"recording hd, using sandisk, sdxc card, sandisk class, sandisk"
428,"surface tablet, tablet reliable, expand storage, android tablet, sony tablet"
81,"supports exfat, fat32 works, exfat, fat32 using, fat32 performance"
494,"storage android, ipod classic, storage, ipod, phone music"
121,"sd card, micro sd, smart phone, sd slot, applications micro"
364,"hd videos, best disk, disk best, hd video, hd camera"
232,"microsd card, microsdhc card, sdhc card, sd card, sd cards"
165,"sd adapter, sd card, microsd sd, android tablet, perfectly microsd"
339,"note asus, galaxy note, device reads, note 10, samsung galaxy"
500,"s3 32gb, 32gb phone, 32gb satisfied, 32g music, upgraded 32gb"
409,"8gb card, s4 8gb, phone 60gb, files card, 8gb"
293,"authentic sandisk, bad sandisk, sandisk quality, sandisk, sandisk great"
412,"product review, pleased product, product arrived, quality products, vendor reliability"
465,"storage, item sandisk, sandisk, storage excellent, helpful sandisk"
530,"galaxy s3, san disk, s3 working, s3 android, samsung"
458,"issues sandisk, format s4, s4 issues, s4 formating, sandisk wrong"
443,"sandisk, sandisk don, thank sandisk, save pictures, backup photos"
237,"hd recording, processing speeds, handling hd, speeds saves, far hd"
502,"sandisk reliable, reliable sandisk, sandisk quality, quality sandisk, reliable memory"
57,"storage android, storage nexus, microsd card, card microsd, use microsd"
406,"gopro hero3, gopro3 camera, gopro hd, gopro3, great gopro3"
47,"microsdxc gopro, storage phone, sd card, micro sd, microsdxc"
413,"fast processing, speedy suggest, speedy, product fast, fast giv"
23,"hero3 camera, camera galaxy, sd card, s3 mini, galaxy s3"
304,"speeds sandisk, sandisk, sandisk provided, say sandisk, sd cards"
377,"memory samsung, memory upgrade, memory card, increase memory, 128gb comes"
275,"sandisk replaced, recognizing sandisk, memory card, sandisk, card failed"
6,"expensive brands, price best, brands look, best productreliableown, brands"
49,"music phone, phone recognized, 32 gb, reformatting memory, mp3"
172,"card samsung, samsung 64gig, sd issues, 32gig card, 64gig card"
135,"write speeds, speed reading, slower cards, fast decent, speeds"
382,"holds lot, music good, pictures music, helps store, lot songs"
54,"64gb card, card 64g, micro card, amazing 64gb, card galaxy"
312,"gopro memory, video battery, hours video, memory card, hd cam"
459,"s5 usb, galaxy s5, galaxy s4, galaxy s2, using s5"
228,"class card, sdhc card, card class, sd card, quality card"
175,"sandisk best, dslr cards, sandisk card, using sandisk, sd card"
422,"tablet memory, card tablet, memory asus, tf700t tablet, fast memory"
266,"storage samsung, 16gb card, hc 16gb, sandisk, memory card"
149,"memory card, data microsdhc, microsdhc card, store data, 29 gb"
156,"gb microsdxc, sandisk ultra, sd card, memory card, sandisk"
194,"sd card, sd cards, memory card, microsd card, 128gb sd"
460,"16gb card, sd card, sd adapter, 16gb, mp3 collection"
372,"gopro camera, gopro works, gopro, use gopro, son gopro"
453,"nook hd, 1080p bluray, videos speed, tf700 720p, using nook"
284,"failure sandisk, sandisk ultra, sandisk, memory card, s4 returned"
177,"32gb microsdhc, microsd cards, gb microsdxc, microsdhc memory, microsd"
11,"sd card, sd adapter, galaxy s5, samsung galaxy, sd slot"
209,"format card, formated card, card formatted, card corrupted, card reformatted"
129,"music phone, card phone, motorola triumph, store music, music player"
269,"sd sandisk, memory sandisk, sandisk bad, 32gig sandisk, sandisk"
166,"reading memory, memory, memory slides, lot memory, memory prove"
439,"faster sandisk, sgs3 sandisk, fastest sd, card sgs3, sd fast"
416,"yes perfect, excelent perfect, perfect great, good excelent, yes nice"
350,"use sandisk, sandisk, reliability sandisks, gadgets sandisk, sandisks"
197,"s3 sandisk, galaxy s3, s3 worked, agree s3, s3"
206,"microsd card, sandisk, card tablet, sd card, sandisk brand"
383,"fast reliable, reliable good, 10 class, class 10, good brand"
70,"microsd card, microsd dang, microsd, hate microsd, micro sd"
245,"galaxy storage, microsd card, microsd, memory card, data storage"
402,"supposed pretty, does exactly, does, complaints small, does supposed"
358,"fast storage, s4 storage, recommended sandisk, sandisk, storage card"
420,"surface pro, microsoft surface, surface rt, rt tablet, using surface"
345,"i717 note, tablet lenovo, upgrade storage, note 32, capacity tablet"
107,"faster chip, rate chip, speed chips, slower usb, asus tf300t"
374,"memory htc, expand memory, memory phone, card htc, slot sandisk"
499,"galaxy s3, storage videos, s3 hd, s3 smartphone, using s3"
380,"gopro3 black, new gopro3, gopro3, gopro black, gopro"
214,"money axxholes, comment bought, axxholes, axxholes giving, sandisk"
513,"fast storage, s3 fast, storage music, galaxy s3, samsung gs3"
67,"canon 6d, using canon, adapter useful, 6d camplains, fast access"
162,"sd card, card reader, sd cards, small card, mini sd"
181,"microsd cards, cards microsd, sd cards, card microsd, cards spec"
277,"34 parcelpool, usps parcelpool, experiences parcelpool, 34 packaging, parcelpool"
19,"memory card, sd card, sd cards, sandisk cards, memory cards"
244,"card fat32, fat32 format, fat32 exfatt, format card, format fat32"
450,"64gb sd, micro sd, sd card, sd chip, 32 gb"
48,"gb card, card, 32 gb, 128 gb, card does"
185,"sandisk best, sandisk, sandisk brand, usual sandisk, micro sd"
150,"memory cards, sandisk, sandisk brand, familiar sandisk, mp3 players"
365,"best microsd, microsd card, microsd cards, microsdxc card, microsd"
469,"stuff 20gb, files phone, 20gb music, smartphone, 20gb"
340,"micro sd, sd fast, slower chips, older usb, sd buy"
218,"memory motorola, fine memory, compatible memory, memory purchased, memory card"
55,"speed tablet, tablet slowing, tablet asus, tablet super, laptop fast"
366,"s4 fast, data storage, galaxy 4s, storage device, galaxy s4"
357,"galaxy tab2, tab2 plugged, galaxy tab, tab2, tab works"
221,"sandisk memory, memory card, sandisk, 32gb sdhc, sd adapter"
0,"16gb card, 8gb card, card 4gb, handle 16gb, gps memory"
174,"microsd cards, sd card, micro sd, microsd, microsd small"
200,"nook canon, works nook, memory card, nook, micro card"
411,"sd micro, tablet san, san disk, sandisk, sandisk adapter"
311,"l9 android, android phone, samsung galaxy, galaxy s4, writes failed"
448,"32gb asus, supports 32gb, tablet 40gb, 64gb ssd, work 32gb"
371,"sd card, memory card, storage samsung, memory phone, micro sd"
189,"digital camcorder, sd card, card adapter, digital camera, nikon d3200"
390,"review sandisk, sandisk card, sd card, sandisk, card sd"
287,"experiences sandisk, sandisk, sandisk products, data card, prefer 32gbs"
157,"64gb thing, lies 64gb, 64gb version, 64gb, 64 gb"
426,"sandisk reliable, sandisk, card sandisk, memory card, needs sandisk"
136,"sd card, card class, micro sd, card speeds, card great"
322,"tablets photos, use memory, cannever memory, opther tablet, phone opther"
84,"card gopro, issues gopro, gopro pro, memory card, gopro better"
295,"memory card, lost card, card reliable, recognize card, replacement card"
217,"sandisk reliable, issues sandisk, sandisk, sandisk ultras, sd cards"
231,"40gbs music, tunes 4gb, sd card, music capacity, store mp3s"
321,"quality phone, storage good, decent storage, storage price, price good"
299,"memory gopro, gopro use, shooting gopro, gopro, gopro black"
379,"gopro camera, gopro recommended, gopro hero, gopro, use gopro"
85,"gopro hero3, hero 32gb, issues gopro, gopro hero, 64gb cards"
296,"card gopro, cards gopro, memory card, sd card, carduse gopro"
30,"memory lumia, memory nokia, microsd card, lumia 1520, lumia 810"
441,"sandisk price, sandisk memory, sandisk, memory card, sandisk far"
79,"memory card, cam cards, 16gb card, memory best, fastest memory"
212,"gopro 32gb, memory gopro, cards gopro, 64gb cards, 32gb cards"
146,"memory card, recorder memory, digital recorder, data storage, micro card"
65,"sd adaptor, ssd macbook, sd slot, nifty minidrive, ssd"
240,"disk cards, memory card, sd adapter, memory cards, san disk"
213,"memory tablet, tablet memory, memory card, storage tablet, gb tablet"
193,"memory card, card lenovo, microsd faster, tablet 32gb, sandisk popular"
20,"time receiving, hours recording, arrive time, device stores, stores stuff"
234,"adata 32gb, storage phone, 32gb card, jeopardize 2gb, card slow"
370,"fastest microsd, faster microsd, fast microsd, microsd faster, buy microsd"
399,"gps works, hubbys gps, gps, complaints installed, works perfectly"
480,"using blackberry, blackberry jukebox, blackberry z10, blackberry, music android"
100,"speed microsd, fast sandisk, cards sandisk, sd card, microsd card"
78,"recommend sandisk, card cameras, sd cards, sandisk ultra, sd card"
528,"galaxy s3, galaxy iii, s3, using samsung, s3 just"
29,"card camera, card error, load gopro, memory card, kb955704 update"
503,"memory card, memory products, memory manufacturer, purchased memory, memory"
504,"ii memory, gb ultra, memory, galaxy ii, 32 gb"
317,"record 1080p, 1080p video, video camera, video card, vhs tape"
477,"write speeds, samsung s4, write speed, storage faster, great samsung"
405,"reviews, working fine, negative reviews, works complain, fail soon"
417,"working good, work good, working, work, works great"
355,"64gb sandisk, gopro hd, sandisk, gopro hero3, sandisk sure"
472,"reliable sandisk, sandisk reliable, sandisk quality, fast sandisk, sandisk best"
263,"sandisk, card sandisk, sd card, sandisk customer, usb"
2,"card recommend, sd card, files card, 8217 reliable, card great"
319,"unreliable sandisk, sandisk s3, sandisk problems, sandisk sandisk, sd card"
90,"memory card, 64gb memory, 64 recommend, upgrade 64gb, card phone"
326,"sdcard ejection, issues sandisk, s4 card, random sdcard, card sandisk"
151,"quality memory, record time, reliable memory, reasonable time, card quickly"
395,"32gb card, sd card, 32 gb, 32gb, gb sd"
131,"satisfied card, card, love card, card worth, great card"
285,"s4 sandisk, complaint sandisk, sandisk finally, contacted sandisk, sandisk promptly"
331,"samsung card, sandisk, s2 skyrocket, class sandisk, errors samsung"
211,"exfat compatible, works exfat, exfat working, exfat exfat, exfat file"
524,"music apps, movies music, galaxy note, using galaxy, samsung galaxy"
529,"adapter sd, works samsung, sd readers, using samsung, s3 worked"
43,"card phones, android phones, transfer rate, android, lots android"
272,"galaxy tablet, sd card, shows 119gb, device storage, sd slot"
241,"copying 3gb, usb files, usb card, usb samsung, transferring files"
171,"nvidia shield, recognized nvidia, card nvidia, transfers faster, transfer speeds"
69,"photo storage, storage, storage small, small device, computers great"
475,"memory card, iphone memory, zune music, 16 gb, memory songs"
384,"fits fast, faster cheap, speed price, fast colors, size speed"
360,"gopro black, gopro hero, gopro, use gopro, size gopro"
167,"sd card, camera card, card error, card camera, adapter camera"
180,"16gb gs4, storage 16gb, phone microsd, microsd, 16gb"
288,"32gb storage, 64gb phone, storage phone, love 32gb, mention 64gb"
301,"sd card, micro sd, s5 tablet, galaxy s5, phone card"
508,"memory card, fine samsung, reliable galaxy, samsung note, problems card"
418,"memory phone, nokia 822, 6gb 16gb, know 6gb, 16gb"
466,"memory card, card smartphone, picture storage, storage, storage works"
334,"sd card, card sdc4, lost data, card s3, data loss"
72,"transfer data, phone laptop, phone transfer, transfer information, sd card"
8,"memory cards, sandisk 64gb, 32gb micro, micro memory, slower cards"
196,"sd card, files gopro, sony cam, stores video, video files"
40,"sandisk support, memory card, sandisk, asking sandisk, 59 gb"
424,"windows tablet, asus tablet, tablet dell, tablet build, sandisk"
3,"nexus media, storing media, media importer, storage media, media files"
408,"memory card, photos 32gb, 32gb card, card capacity, 2gb memory"
133,"16gb class, price 16gb, 16gb, raspberry, used raspberry"
163,"size memory, microsd cards, sd memory, microsd size, memory card"
5,"disks disk, san disk, disk, disk doing, disk absolutely"
474,"samsung s5, storage photos, galaxy s5, galaxy s4, store photos"
423,"tablet recognized, tablet issues, tablets memory, tablet works, asus tf700t"
21,"nook os, nook android, nook hd, native nook, card nook"
132,"inexpensive microsd, microsd fast, cheap microsd, microsd card, good microsd"
381,"sd card, card fake, brand sd, fake retail, issues price"
112,"sd cards, microsd cards, gb sandisk, sandisk ultra, memory card"
52,"camera reads, writes fast, reads writes, nikon p700, d5000 cameras"
63,"fast recording, recording, good recording, memory, videos"
436,"storage tablet, 16gb tablet, memory tablet, sd adapter, nook tablet"
7,"128gb minidrive, nifty minidrive, mac ssd, minidrive great, micro ssd"
12,"fast reliable, file transfers, transfers computers, transfer files, computer transfer"
353,"sandisk sd, sd cards, sd card, sandisk, using sandisk"
247,"16gb sdcard, 32gb worked, 32gb microsd, sdcard new, microsd swapped"
488,"s4 memory, sd card, photos videos, memory photos, videos saved"
223,"sandisk memory, sd cards, sd card, sandisk, memory card"
142,"fast 32gb, memory card, memory cards, videos memory, memory usb"
512,"s3 lag, galaxy s3, microsdhc samsung, s3, galaxy iii"
341,"memory gopro, use gopro, gopro works, gopro, gopro read"
274,"sandisk micro, micro sd, san disk, sandisk fine, removeable drive"
38,"16gb card, limitation microsd, sd card, sd cards, microsd"
260,"microsd gs3, card s3, galaxy s3, s3 working, s3 camera"
332,"supported memory, motherboards memory, camera memory, supports samsung, motherboard qualcomm"
126,"card quick, quicker cards, quick responsive, choose card, loads quicker"
531,"galaxy s3, s3 read, smartphone great, successfully samsung, works smartphone"
95,"gopro hero3, memory card, card memory, hero3 cam, gopro hero"
169,"memory card, memory cards, memory, problems card, rate memory"
523,"write speed, peripheral gs3, galaxy s3, samsung galaxy, using samsung"
60,"sd card, 20gb music, card adapter, carry ipod, s4"
514,"phone reliable, reliable card, months htc, microsd phone, sd card"
403,"designed does, does designed, supposed does, does supposed, works like"
161,"sd card, storage device, sd device, sd adapter, computer sd"
9,"memory card, plenty space, lot space, memory, card good"
525,"great samsung, galaxy note, note problems, samsung galaxy, samsung"
115,"adaptor words, require words, words item, 12 words, adaptor"
124,"read 512kb, write 512kb, fast sd, writes sd, writes mb"
431,"sandisk reliable, sandisk recommend, fast sandisk, using sandisk, sd card"
16,"64 gb, 64 gigs, gb 64, gigs works, problems recommend"
201,"128gb microsd, smartphone sandisk, microsd card, storage device, sandisk"
351,"ssd tablet, memory ssd, ssd memory, 32gb great, microsd format"
433,"sandisk quality, sandisk, product sandisk, sandisk product, flash drives"
31,"card nokia, card using, using card, memory cards, transfer speed"
27,"sandisk card, defective card, sandisk defective, card problem, recording sd"
307,"sd card, sandisk micro, files card, micro sd, memory cards"
338,"samsung tablet, sd card, note 10, tablet worked, galaxy 10"
298,"recording 1080p, video gopro, gopro hero3, 4gb card, card 32gb"
114,"smartphone speed, motion 4g, lg motion, speed pretty, 4g android"
195,"card sandisk, sandisk, powered card, disk format, card"
4,"supports 32gb, 29 7gb, 7gb usable, 32 gb, 32gb"
137,"storage, computer devices, storage space, thumb drive, download information"
198,"recognized device, note 10, format sandisk, galaxy note, card galaxy"
400,"packaging nice, sons laptop, working packaged, laptop, laptop second"
268,"card gopro, memory card, gopro, gopro fast, yep gopro"
463,"fast errors, use speed, speed tests, mp3 player, phone mp3"
482,"storage fast, storage phone, storage, memory boost, lots storage"
56,"sd card, micro sd, memory cards, inexpensive memory, complaints card"
451,"speeds tablet, transfer speeds, transfer time, file transfer, speed excellent"
80,"exfat android, formatted exfat, exfat, samsung skyrocket, memory card"
140,"micro sd, 10 adapter, memory card, adapter card, android phone"
