cluster_id,summary,original_reviews
135,it stores pictures as fast as i can click. in a camera you can almost slow down time itself.,"['it is a great addition to a smart phone with huge capacity to store data. also it is pretty fast to record video, no lag at all during recording.', 'it works and it is just as fast as it is supposed, stores pictures as fast as i can click.', ""i saw the difference between this and another of 4gb that came with my digital camera, it's really faster than the other.now i'm using it in my smartphone without any problems so far."", 'fast as it gets. even in my phone this thing rocks! in a camera you can almost slow down time itself.']"
136,"the read write time is very fast, and i have had no issues. the reader he bought with the disk doesn't work as well as the disc. it works great right out of the box.","['i have bought it for around 6 months. it works good so far both read write speed meet the described specification.', 'super fast reading and writing. this thing performs under extreme condition writing multiple large files, videos and photos, all at the same time. have owned it for about 2 weeks now, and extremely happy with it.formatting is super easy and fast', 'lasted about 8 months of daily use in my android phone. but yesterday it stopped performing writes and then failed altogether. while it was working, reads were incredibly fast and writes were pretty good as well.', 'have had no problems with it, access times are actually a bit slower then in phone memory. but read is pretty good.', 'there is not much to review other than how it works so far it has been just as hoped. the read write time is very fast, and i have had no issues. i am currently using in a camera and it give basically unlimited pics and video due to the size so is great when travelling.', ""super fast and quick read write which i'm using for my gopro and surface pro."", 'no problems works well does what it is supposed to do, store files. pretty quick read and write speed as well', ""works as expected. very fast writer. too bad the reader i bought with the disk doesn't work as well as the disk."", 'very fast read and write, works great right out of the box. would buy again if i need another one.', 'what you buy this for is in there. 32 gb fast writing speed etc. happy with product. no issues yet']"
137,"phone recognized immediately and it is as fast as they claim. with a sd adapter, he can place it on his camera and there's no significant speed loss, she mean, no sign of any speed gain.","['i cannot gauge if its better or faster than a class 4 or 6. i use it in my mobile and it saves pictures just as quickly. dont see a difference. but it has advertised capacity and works ok.', 'phone recognized immediately and it is as fast as they claim.picture taking used to be painfully slow. it is as fast as i am taking pictures.i put it in my galaxy note ii.', ""i can storage a lot on this little thing, lots of videos, lots of pictures. and it's great that i can just take it from my tablet and insert it again on my phone. also, with a sd adapter, i can place it on my camera and there's no significant speed loss, i mean, i didn't notice anything.""]"
138,the 64gb card i bought was in amazon frustration free packaging. it is written on it but its actually even less than 3gbe that's in it - it has more memory capacity than ten gps of data.,"[""don't even waste your time buying this memory card. 64gb is written on it but its actually even less than 3gb that's in it.i have never experienced such deception.i had tried loading my pics and music and other data on it from day one but no matter what i did i won't take more than 3gb of data. i didn't realise till i read other stories of similar memory cards that will state 64gb but would contain a smaller memory capacity often times even less than 10gb.i bought this card for 49.what a big waste!!now i am so scared of buying memory cards on amazon or online elsewhere.i wouldn't dear it again!it was in a sealed sanddisk packet so i was thinking it must be original.alas!it was a big waste!i have lost confidence in buying memory card on amazon."", 'i have been looking for a 64gb memory card and i found one at our local electronics store but it was over 100. i logged onto amazon.com and found this at a great price. why pay more when you can come to amazon and get it for less.', 'i purchased four 4 items from amazon and when i opened the box my 32gb memory card was missing. so rating this product is truly impossible', ""the 64gb card i purchased actually contains 4gb of flash memory and some kind of hack that causes it to appear as a 64gb drive in various drives and readers. of course, this took me a while to figure out since i only just got around to copying more than 4gb of data to the card, but with some testing i have nonetheless discovered this to be the case.the card i bought was in amazon frustration free packaging. i don't know if cards purchased that way are less likely to be counterfeit than retail packaged versions, but i suspect that i will stick with manufacturer packaging from now on.""]"
139,"high speed, high capacity of storage. great durability. slides right into my car cam with no problem and easy to get out.","['high speed, high capacity of storage. great durability. i use in my phone and in my digital camera. work very good', 'holds a lot of memory. slides right into my car cam with no problem and easy to get out as well', 'works great. plenty of storage and writes fast to my portable camera. arrived on time. product was packed and warped well.']"
140,the micro card works with anything that also takes standard cards due to the included adapter. the card is of the highest quality and you cant beat this price i bought several and have had no problems with them.,"['i bought this card for my gopro hero3 and it was worked fine. some people said they have problems with the cards in the new gopros but i have had no such problems. the micro card works with anything that also takes standard cards due to the included adapter.', 'these micro cards are of the highest quality and you cant beat the price!!!!!!!!! ive looked at all the stores and noone beats this price', ""the micro card is excellent for its intended purpose. i bought several and have had no problems with them. that i don't like having to deal with cards of this size has absolutely no bearing on its performance or its rating. i have never used them with their adapters and so cannot comment."", ""these cards never let you down. they are priced well and always perform. i don't really like micro sd because they are so small, but all the new devices are using them so i have to adapt""]"
141,the 34 ultra 34 becuase lets your camera phone save pictures faster. it's fast enough with the still and video camera on the phone. i have had no problems transferring files from my pc or tablets.,"['good for the price and so far it is working just fine on my phone. finally i can now save pics taken from the camera and things i download.', ""no problem in using it to store medium res video for my kid's android device. works as expected and as described."", ""i install it in my new moto e and works great. it can save a lots of photos and it isn't slow."", ""bought this for my phone so i don't have to constantly transfer pics to my computer. works great so far!"", 'i got the 34 ultra 34 becuase it said it lets your camera phone save pictures faster, it seems to do that. also, it was a great price.', ""i got this for my samsung galaxy s5 and could not be happier. it's fast enough with the still and video camera on the phone.i have had no problems transferring files of all types from my pc or tablets. at this price it is a great buy.""]"
142,i use this to store music video pictures in my phone. no hiccups or speed issues. bueno.,"['i use this to store music video pictures in my phone. works well for that purpose. no hiccups or speed issues. bueno.', 'added this to my microsoft surface rt tablet and it works perfectly and is extremely fast. perfect for storing videos!']"
143,"this is a steal price for his son, who is under 5 yrs so they will be small simple games. perfect for any phone, if you pay over 28 dollars for these somewhere else, don't. i bought this for my son's tablet for cartoon videos, movies and 34 all 34 games.","[""i bought this for my son's tablet for cartoon videos, movies and 34 all 34 games he will be downloading he's under 5 yrs so they'll be small simple games ."", 'happy to have gotten this for a steal price! definitely a lot of space than i need for my gopro or dslr camera, but more is so much better than less!', ""seriously, these are the best ones to get for the price. if you pay over 28 dollars for these somewhere else, don't. perfect for any phone or cameras or there. it's high class and the gb's is plenty for any average user. in fact i'm a heavy use of data and i never use more than 32gb. if i do i know where to get more""]"
144,the 32 gb card was instantly recognized and the phone booted up and mounted the'sd card. it responds just like the phones built-in memory as far as speed goes. never saw a performance drop of any kind.,"[""i put the 32 gb card in my galaxy s3 and it is working as well as could be. i popped the sd card into the slot, went to settings storage and selected 'format'. that was it. then i set up an mp3 folder which was instantly recognized by double twist and now i have tons of storage for music, pics, and more. great card."", 'i purchased the samsung galaxy s3 because i could expand the memory, and this card is how i did it. the phone came with 16 gb, and this cranked it up to 80 gb for only about 65 more buying this much memory already installed would have been much more expensive . i have about a half dozen albums, around 40 or 50 tv episodes, and maybe 16 full length movies on the card, with room to spare very nice when sitting on a long plane ride! the only problem occurred the day after i put the card in it gave me an error message, but when i removed and reseated the card, no problem, and none in the months since then.', 'this will be a very unscientific review as i did not conduct any benchmarks.purchased this card for my galaxy note 2 since t mobile only offered the 16gb version of the phone.review i researched this purchase prior to buying it on amazon so i was somewhat hesitant to purchase this card and have to jump through hoops to get it recognized by my galaxy note 2.when the card arrived i immediately put it into my phone. the card was instantly recognized and the phone booted up and mounted the sd card without any prompting.boot seemed very fast, faster than the stock card that came with my phone. again, unscientifically, this card seems much much faster than my old card. all my movies and photos seem to come up quickly without much delay.my usable space reported is 59.45gb.i highly recommend this card to anyone. it is extremely fast and very easy to use for my galaxy note 2 phone at least .pros phone boots faster a lot of space to store movies, music and pictures worked the first time i plugged it in without any special hoops to jump throughcons none', 'the card was perfect.bought it for my virgin moble smart phone as it only had a 2 gig card in it.their geek squad told me i needed a larger card as my memory to download applications was almost out!! only had 2 dowloads on it!!! .after purchasing and inserting the expensive card, i got the same screen can not download applicationas memory is almost filled.turned out the memory card has no bearing on applications being downloaded they are stored on internal built in memory.seems the phone i was suggested to purchase only has 2 gigs of internal memory.was not told to me when i got it', 'great card. 2 years and 3 phones later and its still ticking. excellent read write speeds. does very well in my note 2 and note 3. i did a directory swap on my note 2 so that i could use this 64gb as the 34 phones memory 34 while the 16gb in the phone was the 34 external sd 34 . honestly, it was stupid the stopped letting apps be put on the sdcard which they brought back in android 4.3 and i was always short on space due to the massive size of games these days. the card responded just like the phones built in memory as far as speed goes. never saw a performance drop of any kind. was able to play demanding games like nova3 or gta3 without lag or any skipping. and the card survived 3 phones. first note 2 took a nasty plunge that totaled the phone. card was perfectly fine.', ""i am using this 64 gb card onsamsung galaxy note ii n7100 unlocked gsm international version white. i coped over 50 gb podcasts music. it took several hours to copy from a 3 year old laptop. after copying, the inbuild samsung's music player recognized all and playing is very smooth. the card looks super fast, no reading. after booting the phone, the music is indexed almost immediately and i can play. i have attached a screenshot which shows only 59 gb is available. the 5 gb seems lot to be missing. i am assuming it is used for storing some index information some restore information."", ""no problems in my note 2. slid what i wanted from the original 16 gb card on to this and couldn't even tell anything had changed. i mean that in a good way.""]"
145,"uses this to store photos, videos, and other data in a samsung galaxy's5' plugged this little gem into my 1520 and now have huge amount of memory.","[""i use this in my gps unit older model and it works great! no complaints. i use a 16 gb in my phone and it's more than enough room! pictures, music, etc."", 'i use this in my phone and transfer information back an forth from phone to laptop. great for holding lots of items. have no problems with it and will probably get another or larger size', 'i use this in my samsung galaxy s5 to store my photos, videos, and other data. stores and retrieves quickly and greatly expands the capacity of my phone.', 'plugged this little gem into my 1520 and now have a huge amount of memory for video, kindle downloads, and music.']"
146,"class 10 speeds are the only way to fly and with 29.71gb of usable space. class 4 is ok, but the speed is where its at.","['class 10 speeds are the only way to fly and with 29.71gb of usable space i think i should be good for a while.', 'i got this not for the space but the speed. class 4 is ok, but class 10 is where its at. copying files, scanning the card, cleaning caches, writing files, this thing grinds threw it all like nothing. before it would take 2 minutes upon boot of my phone for my old class 4 32gb micro sd card would be done scanning. with this its 7 seconds.', 'pro small, fast, and priced ok. this is basically a class 10 card file access is noticeably faster than a class 4 i was using before.con not really noticed anything.', 'not all memory cards are the same. class 10 means faster transfers. this one is even faster. works as promised.', ""while the class 10 speed is excellent it's amazing when files will initially transfer at 200mb s before settling down to 19 , you do need to use a reader with proper sdxc support, and manually format the card in a good partitioning program, like minitools or easeus. that alone should disqualify it from 5 stars, for lack of user friendliness. but if it weren't for that, the fast, roomy card is a wonder to own."", ""i can't believe how fast this is. i had a class 10, 32gb card by imation and it was nothing like the speeds i get out of this.""]"
147,"the read write speed isn't as good as the regular sd ultra card class 10. the card is shipped fast, exactly as described!","['it is all you can expected for a 32gb sd card. i never tested the read write speed but it never had a problem for music and videos.', 'when you are looking for a high end sd card with great write speeds look no further than scan disk ultra', 'super fast write speed makes using link2sd app work very well. moving music and other media to this card from cable or reader is also much faster and im not completely sure but i think i can take photos faster as well.', ""got it to use with my go pro. this was cheaper than getting the regular sd ultra card class 10 . the read write speed isn't quite as good as the regular sd ultra card class 10 , but it gets the job done. shipped fast, great price, exactly as described!""]"
148,thesandisk extreme 64 gb microsdxc memory card bulk package is a great memory. it has been used in my phone for the last two years and is now available in the u.s.,"['i keep growing with these things as they grow in capacity and speed. this device, however, stands out above all the others microsd cards i have used. i experienced an incredible and noticeable difference in speed between this and thesandisk 32gb microsdhc memory card bulk package i have used in my phone for the last two years. besides doubling the capacity from 32gb, i am enjoying the benefit of the speed this thing brings with it and adds to my phone. the price was really right for this too. i can only imagine what thesandisk extreme 64 gb microsdxc class 10 uhs i memory card with adapter sdsdqx 064g u46a is like. i was not yet willing to pay the price for it to find out.', ""i bought this because i was having problems with other microsd cards not working in my surface rt. i plugged this in, and it worked fine. i haven't done a full test on performance, but it appears to work at the expected speed."", ""ok, this won't be a technical review or a rating of measured speeds. it is simply a review from a consumer point of view. i have bought a couple of these microsdxc memory cards for tablets, and have seen no lag in saving data. i also use them for digital cameras, and have been very happy with the record time it's instant. you can get into the mb s on various cards, but usually, the difference is not something that anyone would notice or see. for the price, this is an excellent memory card, and i would highly recommend it.""]"
149,"dash cam is recording at all times when i am driving my car. this card does the job for me and this brand name is fantastic, no problems, and works as it ought to!","['i got this item for my dash cam which is in my convertible. the dash cam is recording at all times when i am driving my car so i needed a lot of memory. this card does the job for me and this brand name is fantastic, no problems, and works as it ought to!', 'bought these for my finevu cr 500hd dash cam, my cam cannot take cards greater than 32gb and found this to be the most consistently performing card for my use.i now get almost double the recording content vs. the 16gb card that came with the dash cam. if you need a card with no maintenance and performs with no issues, this is the card to get.']"
150,the speed will of course vary depending on hardware and what you are transferring. bought for my note 3. works as advertised - it is a good idea if you have e-mail address or email address. i'm not sure how to use it.,"['i got it and tested it block by block. no issues. i tested the speed in various applications and on my laptop in a good usb3.0 reader got no less than 4meg sec and often a little over 10meg sec. speed will of course vary depending on all the hardware and what you are transferring.', 'bought for my note 3. works as advertised. 64gb and class 10 speeds offer great capacity and read write speeds for hd viewing and recording.', ""worked as expected in both my blackberry z10 and my hp laptop and is plenty fast writes at around 9.5mb sec, but reads so far on my pc that i can't get an accurate number for the speed. i gave it four stars because the write speed falls a touch short of the class 10 rating it's honestly not enough to be an issue for me, but people who need the speed in a camera might be slightly disappointed. however, the capacity and price more than make up for that in my mind.also, makes a great store for content in my blackberry!"", 'upgraded from a class4 to this can feel the difference on both a s2 and s3. fast read and write speed really help when downloading large files as well from the internet with speed.']"
151,the microsdhc to shdc adapter was difficult to remove from. the speed is more than adequate with no buffering issues noticed from video capture on a phone at 720 resolution.,"['not much to say about this other than it works fine. the included adapter was difficult to remove the microsdhc card from, but that may be due to my big fingers plus the card is very small as one would expect from micro naming . the speed is more than adequate with no buffering issues noticed from video capture on a phone at hd 720 resolution. recommended.', 'simply put it is a 32 gb microsdhc card that came in the mail when it said it would, it was empty when i got it, it works as expected it holds files, images, etc. , and it has the adapter included. voila.', ""i've had this card for over a year, and it has worked great as a backup storage source for our digital camcorder 1080p 60 . it seems to keep up just fine, and functions perfectly.the only albeit minor nit is that the microsdhc to sdhc adapter seems to not work in all card readers. i'm not sure why, but it wasn't worth removing a star for that.""]"
152,the uhs 1 cards are supposed to be faster than normal class 10 cards. they work flawlessly in cameras mounted on an offroad race car. i bought these for my elph 520 more for speed than space.,"[""they work great and i haven't had any issues with these cards. i don't like using the adapters, but in a pinch i also used this in my canon hs300 camera for 1080 video and photos with no issue. they have very fast read write speeds and have been quite reliable so far for me."", 'excellent cards. i have this one in my asus transformer and a 16 gb one in my camera. both work flaulessly.', ""i bought these for my elph 520 more for speed than space. i wanted to use the rapid photo taking modes on the camera and wanted to ensure the sd card was not the limit at all. the uhs 1 cards are supposed to be faster than normal class 10 cards. so far i've had no hiccups or issues taking super high speed video footage and rapid fire images."", 'i have used to record video while riding my quad. usually the battery in my camera dies before i run out of space in this memory card.', 'i have used my memory cards for shooting video with gopro cameras and pictures with my canon digital slr. i have never had an issue and continue to use these memory cards in all of my cameras.', 'these cards have worked flawlessly in cameras mounted on an offroad race car. they capture hd video without stutter. i highly recommend them for this purpose.', 'i have several of these memory cards for our canon dsl and it works perfectly it is a must for the serious photographer who will take thousands of photos on a trip fast reliable great product']"
153,amazon claim it is a c10 ultra fast memory card but only scores about 60 of the normal speed. sandisk ultra 32gb hc uhs1 5m50.816s means 8.7mb and 13.9ma is the fastest card on the market when the prices drop.,"['although amazon claim it is a c10 ultra fast memory card, it actually has much slower write speed than other c10 microsd card it only scores about 60 of the normal speed . for example, i have tested it against my old maxell c10 hc microsd card. the test was done by writing the same 3035mb random data from dram to empty microsd card through a usb3 card reader. the resulting time was the average value from 3 tests of each device sandisk ultra 32gb c10 uhs1 5m50.816s means 8.7mb smaxell c10 hc 3m38.787s means 13.9mb sthe speed is completely unacceptable for a class 10 claim 13 lower than 10mb s, the lowest boundary of class 10 device , even the over advertisement of sd card speeds are common claiming 30mb s for actual 12 15mb s . it is almost a scam. some class 6 card will beat this class 10 card.', ""this is one of the better reviewed sdhc class 10 cards that utilized uhs. by reading the reviews you will see that it reads writes at a better speed than many or most cards out there right now. much depends on your phone, how your phone's os stores information on a card and what's inside your device. for most of us you probably will not notice anything different between this card and any other good quality card out there. i usually pick the fastest cards on the market when the prices drop. the main problem, speed related is when you transfer large amounts of data usually music onto any card. if you use a standard usb 2 connection this card won't speed that process up. if you use a usb 3 or if you actually put this card into a usb 3 reader to do the transfer then you'll see a nice boost. if your device requires a card that the product can utilize and has the os and chipset to take advantage of this fast card it's a no brainer. if your device is older, if you just like storing music then you can find a cheaper good quality card. if you find this at a good price no matter what you have... buy it"", ""hi guys i have wrote this review three times and unfortunately doesn't go through on amazon's website...lolso, with that said i will tell you that the write and read speeds are very fast and should be with the class 10. great price and fast delivery from amazon!...enjoy!"", ""no question, it is really as fast as it's rated. how fast? well, class 34 10 sdhc 34 means literally sd format, hc high capacity, class 10 10mb sec read write. how fast is 10mb per second? well, class 4, the most common step down i.e. cheaper is class 4, i.e. 4mb sec. so class 10 is 2.5 times faster. why pay the difference?digital cameras at some point the number of pictures sec or hd video is bottle necked by the speed of the media it is being recorded to.smart phones? i have a samsung note ii. a quad core processor, wiz bang yadda yadda. yes, i do notice speed differences in camera, app performance i use a spreadsheet app browser netflix music streaming, et al is noticeably faster. where do you think the phone stores stuff to when it doesn't use the factory installed memory? iphomes don't have an sd slot, and i wouldn't own a phone or tablet that doesn't i believe in choice in the computer realm oh yeah, sandisk is a leader and pioneer in the sd format where do you think the 'sd' came from? . the only other sdhc class 10 card worthy of comparison is the samsung brand, but then i might be biased on that one."", ""i have tested dozens of sdhc and micro sdhc cards. one disturbing trend i noticed is that the speed class rating for micro sdhc is typically inflated. for example, a 'class 10' rating means the card must deliver a sequential write speed of at least 10mb s. but somehow, a class 10 microsdhc cards is always slower than a class 10 sdhc card from the same manufacturer. case in point thepny 32 gb microsdhc card p sdu32g10 efs2 claims to be 'class 10', yet it can only write at 8.6mb s maximum, while the full sizepny p sdhc16g10achieved 13.4mb s according to crystaldiskmark v3.01.thissandisk ultra 32 gb microsdhc class 10 uhs 1 card sdsdqua 032g u46a , however, proves to be the exception. it achieved a sequential write speed of over 10mb s according to two different benchmark programs 11.8mb s in crystaldiskmark , 10.6mb s in h2testw v1.4 . this is faster than all my other microsdhc cards, including two 'class 10' cards frompnyandpolaroid.a closer look at the file transfer speed using flash memory toolkit revealed another nice surprise for writing small files, this sandisk ultra microsdhc card performed just as well as its full size counterpart, thesandisk ultra sdhc sdsdu 032g affp . in contrast, all my other class 10 microsdhc cards perform poorly while writing smaller files. see the benchmark results i uploaded to 'customer images' for details.when you use a memory card in a digital camera to record hd video, it needs to store a huge video file each session. that means its sequential write speed is most critical. when used in a tablet or a smart phone, however, the card's random write speed for small files is more important. that's why in such applications, the sandisk microsdhc will perform faster than the pny and polaroid cards, even though they are also rated as 'class 10'. bottom line as of this writing, the sandisk ultra microsdhc card ia actually priced lower than other class 10 cards from pny and polaroid. this makes the sandisk the best value especially if you need honest class 10 performance across all platforms. side notes do not confuse this sandisk ultra card withsandisk mobile ultra microsdhc sdsdqy 032g u46a . the latter is rated for class 6 only. the size of this '32gb' card is 29.7gb according to my computer. this is actually normal because computer people count one gig as 2 to the power 30 , which is 7.3 larger than one billion. so 29.7gb translates to 31.9 billion bytes, which is '32gb' according to marketing people. update on feb 4, 2013 1. amazon combined the sandisk ultra 32gb and 64gb cards on the same product page. please beware that your intended appliance must be compatible with 'sdxc' in order to used the 64gb version. my original review refers to the 32gb 'sdhc' version.2. there are two part numbers for the same card. if you start from the amazon product page and select 'retail packaging', you'll see the part number of sdsdqua 032g u46a. but if you click on 'frustration free package', the part number changes to sdsdqu 032g affp a. update on oct 5, 2013 the sandisk microsdhc card works great in my new samsung galaxy s3, without the need for reformat the default format is fat32 update on dec 26, 2013 my old test results were limited by the card reader and usb 2.0 port used. i re tested the sandisk uhs1 micro card using thetranscend rdf5 card readerconnected to an usb 3.0 port. here are the results from 'crystaldiskmark 3.01 x64' sequential read speed 40.0mb s was 34.8mb s when connected to usb 2.0 port sequential write speed 13.1mb s was 12.6mb s when connected to usb 2.0 port""]"
154,"the microsd cards class 10 are available for asus memopad hd 7 tablet. the faster the card is, the quicker the device will process and store the picture and release the camera for the next picture.","['this is the latest version of the microsd cards class 10. i purchased it for asus memopad hd 7 tablet which i use mostly to play movies for my son. since all of our movies are in hd i wanted to ensure i have a fast storage card so movies can play smoothly.this is also very important when taking pictures or videos. the faster the sd card is, the faster the device will process and store the picture and release the camera for the next picture.. with android 4.2 jellybean, google introduced burst picture taking which allow you to long press the shutter and the camera will take several pictures in a row. this is great if you are trying to shoot something in motion. a fast sd card is essential for this feature to work properly.', ""local storage is still a necessity or a really nice to have in this cloud connected world.these cards with and without the sd adapter have been used in my mobile phones, dslrs, computers lenovo y500 and ms surface pro , tablets asus transformer tf700, nook hd and have been rock solid. i own 4 of them and in my dslr they've proven to be fast enough for burst shooting and high def video.in my mobile tablet pcs, they've been used to shuttle hd videos and other content back and forth without a hitch.still love local storage and these cards are a relatively cheap and reliable way to achieve that.""]"
155,"sdhc is fast, great for cameras, the pictures take nothing to record and the next shot is quick and easy. it does exactly what i wanted it to do wish the surface was more user friendly with it though... but, that's another story. this won't work in older d80 comp.","['i use sdhc in my many cameras. they work well.', 'this sdhc is fast. great for cameras, the pictures take nothing to record and the next shot is quick and easy. i use it with raspberry pi, that needs fast media. works perfectly.', ""i got this for a microsoft surface. it does exactly what i wanted it to do wish the surface was more user friendly with it though... but, that's another story . one thing to watch out for this will not work in older sdhc compliant devices. i tried it in my d80 and it wouldn't work at all. that's not a problem with the device so much as with the buyer knowing what they are buying."", 'got this for a galaxy s4 and it worked flawlessly. typical sdhc installation with no issues that increased s4 storage capacity.', 'bought this and have tested in my canon sx260. videos record quick and replay without any loss.placed in my samsung galaxy tab and works great!nothing bad to report about this sdhc module.', ""good fast and reliable sdhc for the price can't beat it! been using this for video and photos no issues at all.""]"
156,"the galaxy s3 memory card failed mysteriously overnight. it does not work on droid razr phones, so it still causes my phone to freeze completely. every workaround has tried to get this card to work, it doesn't work due to its i had never taken the 32gb card out of the phone. the card read","['upon inserting my hc 16gb card from a motorola doid x into the galaxy s3 my music would play very chopped and sometimes the files would not work at all. this card not only cleared that problem up but allows me to put my whole music collection on the phone! no complaints so far, does its job.', 'this card does not work on droid razr phones. whenever i try to transfer files on the card, it makes the phone freeze completely. i have tried every possibility to get this to work, but this type of card is worthless because it does not work due to its high capacity on phones. every workaround i have tried to get this card to work, it still causes my phone to freeze.', ""i bought this to be able to load more music into my verizon lg android phone. i spent hours adding music to the card. then, i put it into my android phone. the phone did not read anything on the memory card. the other memory cards, 8gb and 32gb worked fine, so it must be a flaw in this memory card. also, this memory card got stuck in my android phone's slot. i had to use a utility knife with a very, very thin blade to pull out this card."", ""as per other's instructions, i inserted it in a powered off phone and let the phone format it automatic, after a yes no dialog . i removed it from the phone and copied my old card onto it through a card reader on the pc plus about 20 movies and everything is working perfectly. speeds seem outstanding certainly, copying a 3gb hd movie i copied from my blu ray disc took only a few minutes, even over usb 2.0."", 'was able to copy all items from old memory card to this one. plugged it into the phone without formatting it and works like a charm. i have the galaxy s3', 'memory card failed mysteriously overnight, not sure why, but phone works fine with a different card.here, four more words', 'perfect. took card put old 32gb card and transferred it over to it in the computer. while my samsung galaxy s5 was off . then inserted it in my samsung galaxy s5, powered up and it was like i had never took the 32gb card out. read ringtones, programs stored on external sd card, everything no errors, no glitches. connected the phone to the computer via usb cable and usb 3 slot and in no time my 75gb of music was transferred to my phone and it all read and is working perfectly. i could not be more pleased when a products works like it is supposed to.', 'i held off on rating this item until i had a chance to evaluate its performance. i am glad i made the purchase. this memory card is just what i needed. it has given me a steady, and strong performance. the access time to games and photos is very acceptable. as to the unspoken problems with the galaxy s4,i have not had a problem at this point. my card has not dismounted, nor have i experienced any failure on the memory cards part.', ""i formatted the card, saved the data from phone's 4 gb card to desktop, dragged and dropped the files from 4gb to 32 gb card. installed 32 gb card in phone. phone works perfectly. win win.and a great deal for the price.""]"
157,sandisk memory cards are the largest size available under that technology standard. the card has an upload speed of 22m class 10 is the highest speed you can get. allows you to take photos faster and to capture high definition videos. 2 price charged by amazon is much less than 8 other sellers that i have checked.,"[""i bought this card because i have several devices that use microsd cards, but not all of them are compatible with the newer and higher capacity sdxc standard. for sdhc memory cards, 32gb is the largest size available under that technology standard, so i went with this one from sandisk. that way i didn't have to worry about compatibility issues with any of my devices. i've used sandisk memory products for a number of years along with many other brands, and i've always had good results from them. i'm happy to say that my experience with this card echoes that of 5,000 other amazon users it's been rock steady, reliable with larger file transfers several 2gb movies at a time , and performed as quickly as i'd hoped for a class 10 card in regards to its read write times.aside from the existing reviews and my previous experiences with sandisk products, i also picked up this particular card due to its uhs 1 compliance. i don't currently have any uhs 1 devices that can take advantage of the increased speed, but for the negligible cost difference, it just made sense. standards and technology update so fast these days any future proofing a product can provide to extend its usable life is always appreciated."", 'after doing some tests between a generic memory card and this sandisk i am very disappointed. i bought the 32 gig class 10 card.i swore i picked original packaging but it was shipped with out original packaging... i will be returning this card for the following reasons these tests were done using the sd card ports on my pc.my generic class 6 32 gig card has upload speed of 22mb write and a transfer speed of 8.5.my sandisk i just bought, it has an upload speed peaking at 32mb write and a transfer speed of 6.5 to maybe 8.5 if im lucky.the write speed is ok, but why is the transfer speed so much more low. why isnt it at least 10mb if not 12mb if sandisk is typically so modest in their classifications?and whats the deal with the no classification marking on this sd card... i dont see class 10 anywhere on this card....amazon you will be getting this back!', ""if you were looking for a class 10 microsd card in order to directly transfer files from your pc to your phone the fastest way possible you can go with a cheaper class 4 instead of this one. the speed is not much different than other class 4 microsd cards i've had. it's very far from the 30mb s they promise, i got only about 4.5mb s at much, and after a few minutes it's downhill from there. i tested on both windows and linux and didn't see a difference. luckily there's not a lot of difference in price between a high quality class 4 and this one but then again, maybe i didn't look at the class 4 the way i should have since i was focused on getting a class 10. oh well, you've been warned. don't expect magic from this card.update 12 11 2013 sandisk proactively answered this review to ask me to contact them. the reason i didn't contact them first it's because you usually receive slimy answers from this tech support and hardly any solution or help. it is indeed a waste of time. after sandisk comment i contacted them through one of their live chat agents and this is the interchange. my suspicious were confirmed and i indeed wasted my time daniel s. hello, thank you for contacting sandisk. my name is daniel s.. please give me a moment while i look into your question.fer da heyfer da i just got this answer from sandisk http www.amazon.com review r3ema7xpn7idzd ref cm cd notf message?ie utf8 fxfnzei17mh7nd 1 tx7vkc9upwni9x mx3fkeev0wiile3daniel s. please tell me what is written on the face of the memory card?fer da never thought of contacting you because i thought i was just going to waste my time, but it was nice to be contacted proactively by youfer da okfer da the same thing as the one on the picturefer da sandisk ultrafer da microsdhc ifer da 32gbdaniel s. please allow me a moment.fer da will you need more info from the card?daniel s. the sandisk ultra card is a uhs i card and provides optimum performances when used with a uhs i enabled device or card reader.fer da my phone is off.. lolfer da it says that it is a class 10 card, i bought it because of the promise of better speeds than the regular class 4 when using it with my phonedaniel s. i would like to inform you that you will get the minimum read speed of 10 mbps on a uhs i enable device as the card is built on the uhs i technology.fer da and write speeds?fer da i'm getting like 4mb sfer da a far cry from the 30 mb s2 promiseddaniel s. i would like to inform you that so i said the card is built on the uhs i technology it will give the optimum speed with an uhs i enable device.daniel s. you will get the minimum write speed of 10 mbps with an uhs i enable device.fer da okfer da waste of time confirmeddaniel s. i would like to inform you that if you'll use this card with an uhs i enable device it will give you the optimum speed as it's promise.daniel s. is there anything else i may assist you with? removed one star because of the sliminess of contacting me via amazon to show sandisk cares but not really offering any real support when contacted."", 'i highly recommend this sandisk ultra 32 gb microsdhc card because 1 class 10 is the highest speed you can get. allows you to take photos faster and to capture high definition videos. allows faster reading, writing and transferring of files to computer. 2 i encounter no problems in using it in voice recorder, camera, video recorder, computer etc. 3 price charged by amazon is much less than 8 other sellers that i have checked. 4 lifetime warranty. 5 free download of recoverx software which brings lost photos back. 6 free adapterprecautions get rid of static electric charges by touching your fingers on bare, unpainted metal.do not touch the metal contacts of the card with your fingers. the circuits inside the card are very low voltage and are easily damaged by static electric charges which usually have much higher voltages.it takes time to research these information. please click yes below this line if this review was helpful to you.']"
