cluster_id,summary_keywords
103,"16gb card, 32gig card, 32gb sdcard, 32gb card, 64gb card"
7,"storage gps, memory phone, gps, tablet device, phone tablet"
333,"transfer photos, pics phone, samsung 4s, photos pc, iphone"
48,"storage tablet, card videos, sd card, memory card, files card"
279,"s3 memory, samsung s3, card s3, galaxy s3, s3 great"
146,"excellent storage, good storage, great storage, storage, storage small"
170,"product buying, does supposed, product works, buy product, supposed great"
184,"sandisk reliable, fast sandisk, experiences sandisk, sandisk quality, storage sandisk"
231,"card complaints, card class, card good, card great, plastic card"
34,"storage lg, storage card, s4 storage, fast storage, storage speed"
15,"video camera, laptop camera, speeds camera, microsdhc card, camera speed"
283,"tablet sd, memory tablet, sandisk memory, samsung tablet, 16gb android"
80,"legitimate sandisk, sd card, speed sd, good microsdhc, sd cards"
413,"phone memory, running storage, storage great, music phones, storage"
503,"phone exfat, sd recognized, s3 recognized, format card, sd card"
244,"memory sandisk, microsd card, 32gb microsdhc, micro sd, gb microsdhc"
324,"flash drive, storage smartphone, thumb drive, use storage, storage"
228,"sandisk great, sandisk, sandisk really, great sandisk, defective sandisk"
254,"storage nexus, android tablets, tablet, tablet cartoon, nabi2 android"
403,"sd usb, sd card, usb adapter, micro sd, galaxy s2"
327,"galaxy tab2, samsung tab3, samsung tab, samsung tablet, galaxy tab"
438,"samsung smartphones, smartphones fast, fast memorysandisk, samsung galaxy, samsung phone"
401,"samsung s4, s4 mini, samsung galaxy, galaxy s4, note2 asus"
143,"phone slow, bottlenecking phone, s3 highly, galaxy s2, galaxy s3"
519,"sandisk microsds, buy sandisk, better sandisk, price sandisk, sandisk ultra"
407,"gopro dslr, gopro hd, running gopro, gopro used, gopro"
416,"gopro hero3, utilizing gopro, videos gopro, issues gopro, sd adapter"
65,"media smartphone, recommended samsung, utttingthis samsung, storage device, samsung"
452,"gopro hero3, hero3 camera, gopro issues, gopro hero, hero3"
337,"galaxy phone, samsung galaxy, galaxy s3, record video, smart phone"
88,"best microsd, microsd card, sandisk micro, sandisk fast, sandisk great"
433,"card gopro, gopro sandisk, using gopro, gopro camera, memory card"
340,"adapter works, recognized device, adapter advertised, adapter complaints, adapter"
447,"formatting sandisk, sandisk formatting, blank playlists, sandisk fail, sd card"
106,"micro sd, sd cards, microsd card, sd card, android sd"
466,"gopro hero3, card gopro, gopro hero, hero3 worked, gopros problems"
64,"sd card, sd cards, memory card, microsdxc card, 64gb microsdxc"
150,"bargain amazon, best price, brand price, fantastic discount, seller excellent"
322,"note 10, note cm10, samsung note, recognized samsung, memory card"
60,"voila 59gb, going 64gb, 59gb exact, 64gb recommended, 59gb"
509,"microsd card, microsd cards, adata microsd, sandisk microsdhc, sd card"
82,"29 7gb, 7gb usable, memory cheap, 26 gb, memory buying"
483,"sd card, sandisk 32, card sdsdq, sandisk promptly, contacted sandisk"
531,"card write, card reformatted, reformat card, sandisk card, format card"
398,"lumix camera, video recording, recording best, recording devices, recording"
20,"card roku, using roku3, 32gb card, memory card, roku3 works"
313,"card excellent, card great, recommended cards, sandisk ultra, ultra card"
287,"android tablet, tablet fast, adapter, tablet extra, tablet retro"
487,"galaxy s4, s4, s5, new s5, s5 love"
319,"memory cards, memory card, mp cards, extra memory, mini camcorder"
31,"rate chip, micro chips, speed chips, chip fast, 4gig chip"
13,"sandisk card, sandisk reputable, microsdhc cards, card sandiskhaving, sandisk sd"
212,"videos card, ubuntu card, apps card, card works, video files"
10,"files adapter, adapter storage, devices sandisk, sandisk, adapter great"
470,"32gb music, backups ultimate, samsungexcellent transfer, transfer speed, sd card"
266,"microsd card, microsd cards, sd card, micro sd, fastest microsd"
253,"sd cards, 32 gb, 64gb instantaneous, 64gb, micro sd"
450,"formated card, sdxc cards, disk recognizes, card unreadable, use sdxc"
161,"working good, work good, say working, good doing, working"
499,"sandisk works, sandisk, trust sandisk, sandisk disappointed, test sandisk"
307,"exfat android, formatted exfat, sandisk app, exfat, sandisk"
141,"micro sd, micro storage, fast transfers, sd card, phone micro"
165,"sd card, speed sd, card camera, memory card, card samsung"
263,"64gb phone, mention 64gb, 64gb 32gb, 16gb samsung, recommended 32gb"
191,"memory card, fastest storage, memory nokia, microsdhc, fast memory"
42,"sd card, memory card, cloud storage, card affordable, faster card"
471,"galaxy s3, using s3, galaxy s4, s3 works, s4 worked"
288,"complaints tablet, tablet issues, tablet working, samsung tablet, tablet problems"
343,"memory card, card compare, card gift, card, problems card"
382,"galaxy note, samsung galaxy, files faster, note 10, faster transfers"
30,"issues chip, chip phone, chip works, chip worked, gig chip"
11,"microsd cards, store device, sd cards, sd card, microsd"
535,"sandisk recovery, sandisk microsd, failed sandisk, microsd card, sandisk card"
529,"sandisk ultra, sandisk rma, issue sandisk, sandisk cards, sandisk"
300,"sandisk ultra, sandisk, card sandisk, sd card, disk ultra"
189,"microsd card, phone microsd, microsd phone, storage phone, card storage"
424,"s3 reads, s5 usb, s3 fast, s3 read, s5 transfer"
410,"phone storage, device storage, encrypt storage, sd card, storage device"
492,"issues card, windows card, laptop card, problems card, memory card"
100,"playlists dissapeared, sd cards, sandisk memory, memory cards, sd card"
527,"sandisk reliable, sandisk quality, buying sandisk, card sandisk, sandisk cards"
386,"card nokia, 64gb card, lumia 520, lumia 620, memory nokia"
308,"sandisk, sandisk product, product sandisk, microsd card, sandisk knows"
437,"samsung note2, problems samsung, samsung s4, samsung note, samsung galaxy"
497,"galaxy note, samsung galaxy, note 96gb, recommend galaxy, samsung"
516,"sd card, card problems, card stopped, card fault, detected card"
400,"card faster, issues card, writes speeds, 32gbfastworks smartphonecon, card read"
49,"memory cards, 10mb card, speeds storage, write speeds, sd card"
406,"store music, files phone, web music, samsung s4, samsung gs3"
83,"reading memory, memory works, memory augmentation, memory, memory prove"
158,"faster card, actually slowed, slowed note, performance, slowed"
318,"card sony, memory card, camera records, flawlessly dashcam, records 720p"
255,"microsdxc card, sd card, sandisk great, 16gb card, micro sd"
97,"sd card, microsd card, iphone 64gb, micro sd, microsd"
282,"card 64gb, memory card, ssd 64gb, gb tablet, sd card"
105,"sd card, sandisk good, microsd cards, fast sd, sandisk ultra"
241,"galaxy storage, storage samsung, sd card, microsd card, micro sd"
294,"microsd cards, microsd card, sandisk 32, tab sandisk, memory samsung"
286,"capacity tablet, 16gb tablet, xperia tablet, device 64gb, tablet cameras"
179,"s3load music, files card, galaxy works, transfer files, galaxy s4"
295,"memory card, card tablet, dell venue, pro tablet, videos card"
292,"memory tablet, galaxy tab3, videos tablet, tab3 memory, galaxy tab"
507,"exfat s3, card s3, exfat format, format card, galaxy s3"
472,"s3 smartphone, using s3, s3 android, use s3, s3 works"
256,"sony rx100, microsd card, sd card, gopro sg4, rx100 using"
326,"sandisk good, storage sandisk, sandisk, sandisk product, memory card"
169,"doesn break, product breaks, temperatures does, hasn broken, breaks"
502,"device cards, hot devices, recognize card, hot copying, card finally"
222,"storage galaxy, tablet samsung, storage need, tab tablet, storage"
385,"tf300t tablet, transformer tf300t, asus transformer, android tablet, tf300t"
245,"sandisk storage, tablet microsd, sd card, sandisk, tablet storage"
186,"tablet capacity, galaxy tab, tablet works, expand tablet, tablet love"
467,"card gopro, gopro hero3, sd card, memory card, gopro hero"
305,"10 tablet, tablet, tablet recommend, simple microsd, microsd"
56,"store photos, phone easy, storage pictures, easy install, storage"
496,"sandisk issue, format card, sandisk micro, sandisk experience, card failed"
220,"storage card, storage cards, card reader, storage great, reviews card"
177,"tables acknowledged, works advertised, product works, simple product, better receipt"
149,"great storage, amazing storage, storage fast, storage reasonable, storage reasonably"
384,"use s3, using samsung, s3 problems, great s3, samsung epic"
157,"slower card, speed card, card fast, sd card, card smartphone"
130,"performance usb, usb3 reader, sdxc readers, good usb3, throughput experienced"
144,"speed 30mb, official benchmarking, transfer speeds, benchmarking, 30mb like"
311,"tablet 32gb, data tablet, asus tablet, memory device, samsung tablet"
351,"card gopro, memory card, video camera, gopro better, gopro"
378,"memory card, sundisk memory, card cell, card great, cellphone fantastic"
217,"camera tablet, memory tablet, mega pixelcamera, camera using, expand memory"
278,"memory tablet, memory asus, additional memory, asus tablet, galaxy tablet"
302,"surface pro, microsoft surface, ms surface, surface rt, memory microsoft"
339,"tested adapter, adapter say, price good, 10 really, adapter"
518,"microsd card, 64gb microsd, sd card, microsd, reliable sandisk"
314,"card gopro, gopro canon, gopro cameras, gopro great, gopro"
490,"s4 storage, ipod 40gb, galaxy s4, s4 works, s4 use"
321,"memory galaxy, verizon samsung, galaxy stellar, samsung galaxy, memory phone"
43,"writing speed, usb2 card, card reader, speed 10mb, faster writing"
226,"recording hd, hd recording, video hd, record hd, hd video"
365,"storage phone, card phone, card great, new htc, 16gb class"
44,"sandisk micro, sandisk, micro sd, perfectly sandisk, based sandisk"
285,"tablet 40gb, upgrade tablet, tablet needs, 8gb storage, card tablet"
59,"genuine sandisk, card fake, counterfeit sd, sdhc genuine, sd card"
355,"storage, storage size, extra storage, movies phone, storage load"
232,"card sandisk, sandisk 6mo, sandisk, sandisk ultra, sd card"
17,"desktop usb3, faster usb, usb, usb3, usb port"
461,"sandisk card, card sandisk, microsd card, issues sandisk, sandisk 16gb"
178,"sd card, sdcards, sdcards nextbook, buying sdcards, product card"
465,"card gopro, hero3 recommended, hero3 black, recommended card, issues gopro"
117,"card nokia, card 2gb, microsd card, 2gb card, card reader"
221,"tablet great, stuff storage, nicely tablet, storage, pictures tablet"
293,"windows tablet, hp tablet, tablets memory, tablet dell, tablet adding"
145,"card fast, card faster, cards fast, compared cards, camera speed"
341,"canon 6d, canon 60d, canon dslr, 60d camera, tsx300 camera"
409,"flash drive, storage, drive content, files computers, hard drive"
205,"storage nook, card nook, nook hd, sandisk microsd, nook android"
534,"frustrated sandisk, cards defects, sandisk 726, contact sandisk, new card"
469,"formatted samsung, format phone, format phones, format s4, device reformatted"
215,"samsung camera, videos camera, hero3 camera, camera galaxy, action cam"
71,"card memory, memory card, folders lag, lag compared, storage"
390,"camera records, dash cam, files recorder, dash camera, recording pictures"
530,"sandisk, sandisk doing, dangerously sandisk, trust sandisk, junk sandisk"
270,"media storage, pro storage, storage surface, surface pro, storage ms"
374,"card gopro, sd card, sd cards, gopro sandisk, memory card"
188,"16 gb, memory card, sd card, huge storage, card great"
528,"format card, card corrupted, samsung card, card format, memory card"
484,"sd card, sandisk memories, sd cards, memory card, sandisk issue"
474,"microsd card, microsd, perfectly microsd, sd slot, 32gb card"
274,"32gb microsd, 64gb surface, 128gb microsdxc, expanded 64gb, gb microsdxc"
25,"microsdxc samsung, micro sd, pro microsdxc, microsdxc, reliable inexpensive"
269,"memory card, sd card, micro sd, data card, review memory"
261,"sd card, sd adapter, sd cards, microsd card, sd device"
4,"write speeds, write speed, sandisk, sandisk used, transfer speeds"
33,"pictures memory, storage pictures, photos camera, memory good, sandisk"
537,"card unmounted, sd card, sandisk 16gb, problematic card, card stopped"
240,"s3 formated, formated fat32, fat32 works, galaxy s3, galaxy s4"
505,"love sandisk, sandisk, sandisk product, sandisk products, things sandisk"
72,"storage phone, storage consider, store device, galaxy note, note2 provides"
501,"card randomly, card failed, card frequently, randomly disconnecting, ssd failed"
131,"storage platform, fast problems, sd card, micro sd, lg optima"
363,"galaxy mp3, storage iphone, music phone, music android, android music"
276,"32gb microsd, microsd samsung, s3 32gb, 32gb phone, phone 32gb"
383,"gopro holds, gopro camera, used gopro, gopro, pro camera"
182,"sandisk quality, sandisk great, quality sandisk, cards sandisk, sandisk memory"
180,"32gb satisfied, upgraded 32gb, 32gb, 32gb store, storage 32gb"
504,"review sandisk, sandisk card, sd card, sandisk memory, sd cards"
172,"project work, cardboard envelope, use project, work brand, cardboard"
272,"tf700t tablet, tf700 tablet, tf300 16gb, card tf700t, asus tf700t"
482,"card galaxy, sandisk, perfect card, sandisk expected, wonderful card"
262,"capacity 128gb, 128gb, buying 128gb, 128gb size, sd card"
81,"quality memory, memory machine, speed memory, memory good, memory price"
75,"card slow, slow phone, phone card, card bad, card desktop"
128,"uhs device, devices happy, devices, various devices, device wait"
273,"card xperia, works exfat, supports exfat, storage phone, exfat"
373,"memory card, memory phone, sd card, 8meg card, card phone"
458,"gopro hero3, gopro hero, gopro hd, gopro camera, gopro"
418,"microsdhc gopro, card gopro, sd cards, sd card, sandisk ultra"
428,"microsdxc gopro, gopro hero3, 64gb cards, microsd card, 32gb card"
310,"room blackberry, blackberry z30, blackberry, samsung tablet, tablet"
95,"speeds reliable, fast reliable, smartphone speed, reliable, android smartphone"
101,"16gb sdcard, 4gb card, sdcard new, 16gb microsd, card 16gb"
124,"fast reliable, fast giv, speedy, speedy suggest, quite speedy"
493,"speeds sandisk, sandisk cards, using sandisk, sd cards, sandisk"
54,"32gb great, storage tablet, 32 gb, 32gb, version 32gb"
511,"formatted phone, phone card, card works, reformatting memory, reformatting good"
87,"sd card, microsd card, quality microsd, write speeds, microsd"
456,"exfat format, formatted exfat, format exfat, read exfat, exfat smart"
332,"samsung galaxy, galaxy s4, phone fast, phone samsung, samsung"
521,"sandisk bad, reviews sandisk, buying sandisk, sandisk claims, sandisk sell"
41,"class 10, hd videos, videos pretty, class, pi class"
455,"exfat working, exfat successful, exfat compatible, cards exfat, exfat exfat"
432,"gopro camera, hero gopro, gopro, gopro doing, great gopro"
206,"roam camera, video transfer, gopro hero, used gopro, gopro"
202,"videos capacity, sd card, large sd, sandisk, memory card"
0,"16gb card, 8gb card, handle 16gb, gps memory, card 4gb"
192,"sd card, sd cards, memory card, card cameras, sandisk card"
38,"good stable, stable used, camera highly, quality speed, stable"
394,"camera gopro, gopro camera, gopro, use gopro, gopro phone"
352,"sd card, card good, recommend sd, excellent sd, new sd"
259,"sd card, format tablet, card tablet, tablet card, sd adapter"
422,"memory gopro, 60fps gopro, reliable card, card good, lag 1080p"
235,"card android, music card, memory card, card memory, memory cards"
368,"1080p recording, recording 1080p, record 1080p, rates 1080p, reliable 1080p"
229,"cam sandisk, sandisk, reliable sandisk, sandisk best, sandisk super"
485,"sandisk reliable, issues sandisk, sandisk, love sandisk, sandisk problem"
14,"video memory, memory card, memory, memory slides, lot memory"
239,"sd card, card sd, files card, memory card, external sd"
381,"storage works, internal storage, storage, note s4, phones memory"
163,"words yes, yes works, works write, words finally, crap words"
395,"samsung s5, slot samsung, galaxy s4, phone adapter, samsung"
512,"properly sandisk, cards sandisk, sandisk cards, sandisk best, sandisk memory"
111,"s3 64, 64 gig, s3 phone, galaxy s3, 64 gb"
8,"device sdxc, usb card, card 64, gb card, microsdxc slot"
298,"card tablet, sd card, recognize sandisk, sandisk brand, memory card"
309,"sandisk, sandisk prcess, fine sandisk, rma sandisk, purchased sandisk"
123,"speed usb, drive nexus, compared usb, slow compared, usb drive"
22,"microsd cards, microsd worth, microsd dang, standard microsd, microsd"
125,"2014 table, table bad, table, sons laptop, laptop"
37,"dvr recording, camera dvr, pictures fast, slr sd, dvr"
271,"adapter cards, memory cards, cards spec, issues cards, card readers"
46,"capacity macbook, macbook air, macbook, storage, disk"
85,"memory card, microsd faster, storage phone, microsd, sandisk 16gb"
430,"gopro hero3, gopro hero, gopro, hero3, use gopro"
353,"sandisk micro, sd card, micro sd, sandisk best, card sd"
67,"tablet lenovo, lenovo k1, capacity tablet, huge memory, files speed"
6,"memory card, sandisk memory, cards storage, 8gb card, card galaxy"
196,"micro memory, memory memory, sd flash, micro sd, flash sd"
126,"efficient micro, micro efficient, micro, little micro, micro ve"
39,"card 32gb, format 32gb, 32gb card, cards 32gb, fat32 64gb"
358,"galaxy s3, samsung galaxy, galaxy s4, galaxy s5, galaxy siii"
515,"sd cards, sandisk sdhc, sdhc cards, use sandisk, micro sd"
391,"sony as15, sony camcorder, used sony, sony, canon camcorder"
201,"32gb data, data storage, sandisk, sandisk kingston, mind 32gb"
164,"reviews works, does work, works issues, mart works, does works"
77,"memory samsung, galaxy s3, 64gb use, 32gb memory, memory device"
69,"fat32 ntfsvery, ntfs exfat, fat32 work, uses fat32, formatted fat32"
200,"sandisk card, card problem, card samsung, card horribly, problem card"
251,"32gb micro, 64gb microsdx, sd card, micro sd, sd chip"
354,"sandisk ultra, ultra card, slow sandisk, sandisk extreme, faster card"
258,"buying 32gb, perfect 32gb, 32gb just, having 32gb, 32gb"
494,"issues card, card problems, problems card, card seriously, cards drives"
62,"buy scandisk, scan disc, scan disk, disk buy, storage disk"
27,"memory best, sd cards, sd card, micro sd, speed sd"
160,"does job, reliable priced, reliable, does, comfort fairly"
139,"microsd consistent, faster microsd, fast sd, card microsd, sandisk 32gb"
96,"speeds microsd, compared microsd, reliable microsd, microsd phenomenal, sd card"
155,"transfer speeds, transfer speed, fast transfer, speed good, speeds"
45,"micro adapter, gig micro, sandisk micro, micro sd, stars adapter"
323,"sandisk memory, memory phone, phone 16gb, downloads memory, memory card"
137,"sd card, extra storage, storage apps, storage phone, storage awesome"
32,"storage camera, great storage, automatically recognized, portable camera, storage"
435,"sandisk warranty, kingston sandisk, s4 sandisk, buying sandisk, sandisk getting"
349,"digital camcorder, camera card, sdhc adapter, sd adapter, camcorder"
379,"memory card, memory phone, sd card, card highly, capacity memory"
299,"surface pro, surface files, pro storage, upgrade surface, upgrade storage"
399,"galaxy s3, samsung galaxy, storage, space samsung, galaxy legend"
380,"card motorola, 32gb card, card droid, memory card, 64gb card"
99,"sdxc card, sd card, sandisk sdhc, sdhc card, s3 sd"
402,"quality phone, price good, phone great, good quality, good price"
112,"recording hd, sd cards, card fast, memory card, hd video"
387,"sd card, memory card, card motorola, card phone, phone memory"
431,"gopro hero3, gopro hero, recording hero3, card hero3, chip gopro"
28,"sd card, sd cards, micro sd, micro sdhc, disk card"
441,"gopro hero, gopro, use gopro, pro hero, great pro"
396,"card gopro, sd card, memory card, gopro, gopro camera"
405,"galaxy s4, samsung s4g, s4 returned, smartphone samsung, s4"
119,"microsd chip, old microsd, transcend microsdhc, microsdhc card, microsd"
536,"sandisk s3, card unexpectedly, card problems, sandisk card, sd card"
193,"sandisk microsd, memory card, memory cards, sd memory, microsd cards"
473,"format card, card copy, recognize card, card reader, card card"
334,"memory tablet, galaxy tab, gig tablet, tab 10, used sandisk"
325,"nifty minidrive, 128gb minidrive, niftydrive macbook, minidrive great, nifty drive"
246,"sd card, memory card, micro card, micro sd, surface pro"
26,"write speeds, devices cameras, camera, fast reading, samsung"
442,"gopro snowboarding, gopro3, gopro3 definitely, problems gopro, gopro"
89,"microsd card, sd card, micro sd, card reliable, sd samsung"
132,"card android, sd micro, android devices, android device, memory phone"
142,"sd card, microsd using, reccomend microsd, microsd, transfer speed"
480,"microsd gs3, galaxy s3, microsd card, iphone s3, s3 phone"
488,"smartphone samsung, works samsung, galaxy works, galaxy worked, samsung s5"
153,"good packaging, described good, car flat, light won, tires"
204,"memory card, pictures card, 64gb cards, camera card, gb card"
371,"sandisk recommended, memory card, card lenovo, performance sandisk, memory asus"
495,"card writing, errors speed, card performed, write errors, card"
35,"storage tablet, storage sgs3, microsd storage, external storage, microsd sd"
265,"sandisk transfer, memory card, memory android, sandisk, phone memory"
207,"better sandisk, sandisk 64g, sandisk, cards sandisk, late sandisk"
440,"gopro hero3, gopro hero, use gopro, gopro, good gopro"
154,"mp3 play, transfer music, plays mp3s, music capacity, ipod finally"
86,"fast video, video pictures, music video, store music, camera usage"
444,"record 1080p, 1080p video, good 1080p, 1080p, sd card"
152,"fastest microsd, faster microsd, speed sd, microsd card, microsd cards"
51,"sandisk card, sd cards, sd card, sandisk, sandisk completely"
429,"sd card, sandisk affordable, sandisk card, sd cards, sandisk ultra"
464,"card corrupt, card protunes, timelapse card, videos card, card problems"
315,"microsd card, sdhc card, card sdxc, compatible sdhc, card samsung"
21,"actual card, nook hd, card really, card, cards"
517,"microsd cards, memory cards, sandisk 64, cards sandisk, 64gb cards"
3,"supports 32gb, tablet supports, buy tablet, 32gb just, 32gb"
92,"samsung microsd, microsd card, microsd cards, sd microsd, microsd"
481,"performance corruption, faulty card, memory card, memory smartphone, additional memory"
129,"speed tests, fast stream, speed, speed great, movies tablet"
508,"gs3 issues, sd card, sandisk, problem sandisk, faulty card"
331,"nexus media, movies nexus, files moto, storage media, media importer"
338,"wireless samsung, verizon wireless, samsung note, samsung galaxy, great samsung"
50,"quality card, sd card, card reliable, fast videos, video recorder"
63,"recording time, reasonable time, arrived timely, hours recording, card gopro"
194,"sd card, memory card, gopro sandisk, micro sd, 32 gb"
24,"fastest microsd, sandisk 32gb, gb microsdxc, sandisk 64gb, microsd card"
223,"micro sd, sd card, sd memory, use sandisk, 64gb micro"
336,"t1000 tablet, galaxy tab, tablet notebook, tab 10, returned tablet"
18,"asus tf700, tf700, fit asus, transfer speeds, devices fast"
329,"increased storage, storage apps, gigs storage, storage phone, storage"
218,"fast sd, sd card, 32gb card, 8gb card, card fast"
366,"memory card, card great, fast card, card exactly, issues card"
213,"capacity tablet, dell venue, venue card, nook hd, tablet super"
133,"16 gb, capacity speed, good capacity, capacity, gb works"
478,"works samsung, s3 issues, samsung galaxy, galaxy note, phone samsung"
162,"wrong price, price better, price right, buying airport, special price"
360,"quality card, samsung gs3, card great, gb card, best card"
242,"microsd card, microsd, san disk, cheap microsd, microsd serves"
171,"sd adapter, micro card, cards adapter, sd card, sd cards"
134,"adapter reliable, android tablet, product adapter, tablet, wall android"
389,"models dashcam, dashcam, dashcam purchased, dash camera, dash cam"
5,"nvidia shield, recognized nvidia, card nvidia, transfers faster, transfer speeds"
208,"zune music, hd zune, tunes 4gb, memory card, sd card"
303,"surface rt, microsoft surface, storage tablet, sd adapter, performance appears"
122,"10 speed, faster cheap, speed price, speed, lot faster"
449,"gopro hero3, gopro hero, gopro black, hero3 black, black gopro"
348,"error sandisk, card error, sd card, camera card, sandisk quality"
16,"tablet sandisk, sandisk, razr sandisk, storage phone, sandisk reliable"
79,"affordable memory, memory purchase, memory buy, considering memory, need memory"
115,"easy install, instructions packaging, storage right, packaging, packaging buy"
198,"8gb mp3, mp3 player, mp3 files, mp3 players, 20gb player"
426,"gopro record, recording 1080p, gopro hero, gopro black, memory card"
393,"s4 phones, new s4, s4, glad s4, backs photos"
372,"android phone, 16gb note, android, space 16gb, 8mp photos"
264,"device microsd, sd card, storage, 64gb heartily, use 64gb"
233,"32gb microsdhc, gb microsdhc, microsdhc card, micro sd, sd card"
427,"failure sandisk, sandisk, sandisk memory, sd card, prefer sandisk"
538,"sandisk flawless, microsd card, replacement card, cards android, card reader"
317,"sd card, micro sd, memory card, micro sdxc, sdxc card"
304,"memory tablet, sandisk great, sandisk buy, sandisk, like sandisk"
439,"gopro3 camera, great gopro3, gopro3, compatibility gopro, gopro recommended"
1,"128gb chips, capacity chip, memory stored, memory, memory going"
173,"usb card, usb files, format card, using htc, usb mass"
459,"sd reliable, buy sd, sandisk chips, sandisk buy, sd great"
357,"microsd card, microsd cards, sandisk memory, micro sd, memory card"
479,"samsung note, note samsung, samsung, smart phone, samsung ativ"
451,"s3 memory, sd micro, memory card, micro sd, galaxy s3"
445,"lg optimus, s3 samsung, pictures phone, samsung galaxy, galaxy s3"
9,"sd cards, sd adapter, sandisk cards, micro sd, sandisk"
199,"device moto, moto, moto solid, lg optimus, great lg"
181,"sd card, microsd card, sandisk 128, sandisk, gb sandisk"
267,"microsd card, storage samsung, sd card, microsd, card sd"
412,"extra storage, big storage, storage, space downside, phone tablet"
2,"fast recording, recording, good recording, recording downing, record"
477,"s3 issues, samsung s3, galaxy s3, sd card, s3"
370,"64gb music, 32gb samsung, organize 64gb, 32 gb, issues 32gb"
76,"card 64gb, card sandisk, sandisk mp3, sandisk sansa, card fat32"
118,"going 64gb, gb fast, 64 gb, s4 fast, 64gb"
148,"reliable storage, storage performance, storage, door sales, counterfeit door"
247,"media storage, microsd memory, sd cards, microsd cards, sd card"
78,"card fast, cards storing, storing music, card, cards"
175,"sd card, memory card, issues memory, memory cards, card works"
29,"memory chip, wrong chip, problems memory, chip false, device data"
98,"memory card, card 64gb, 64gb card, memory cards, flash memory"
425,"memory card, sandisk gopro, gopro sandisks, sd card, gopro mac"
151,"card 32gb, speed storage, card slow, sd card, 32gb card"
346,"sd card, camera sd, sandisk 34, memory card, card camera"
532,"sandisk rma, used sandisk, sandisk, format card, sandisk extreme"
375,"32gb camera, record video, records 720p, hd cam, 1080 video"
457,"gopro3 black, gopro hero3, gopro3, new gopro3, gopro black"
296,"ssd sandisk, venue 32gb, fast microsd, microsd speed, fast tablet"
277,"s4 storage, s4 samsung, galaxy s4, sd card, gb microsdxc"
183,"sandisk ultra, sandisk, microsds, microsds tried, basic microsds"
52,"128gb microsd, microsd card, 128mb card, 64gb card, sandisk"
486,"galaxy note, note problems, formatted phone, note phones, reformatted galaxy"
376,"satisfied sandisk, sandisk perfectly, sandisk memory, sandisk, memory card"
500,"sd card, card defective, ordered card, memory card, 32gb card"
234,"128gb microsd, storage 128gb, drive storage, fast microsdxc, gigabyte way"
306,"card gopro, memory card, gopro hero3, gopro h3, hero3 camera"
513,"sandisk media, sandisk, sandisk product, replacement sandisk, sandisk products"
297,"gem 64gb, 64gb, 64 gb, surface pro, 128 gb"
345,"problems card, micro card, kingston card, card phone, memory cards"
214,"t100 transformer, storage solution, 90 gigabyte, read card, gigabyte hard"
268,"sd card, memory card, storage tablet, 40gb virtual, ssd speeds"
312,"tablet recognized, expand memory, worked tablet, android tablet, extra memory"
